filename,label
11210.png,0
10408.png,0
11086.png,0
11450.png,0
10730.png,0
10734.png,0
11118.png,0
12174.png,0
11812.png,0
11959.png,0
11695.png,1
10729.png,1
11360.png,1
10880.png,0
11455.png,0
11516.png,0
10260.png,0
11668.png,0
10315.png,0
10071.png,0
10808.png,1
10642.png,0
11588.png,0
12026.png,1
11264.png,0
11675.png,0
10397.png,0
11355.png,0
10895.png,0
10980.png,0
11283.png,0
10662.png,0
11068.png,0
12154.png,0
11975.png,0
10065.png,1
11729.png,0
11576.png,0
11629.png,1
10671.png,0
10575.png,0
10051.png,0
12058.png,0
11226.png,0
12188.png,0
11417.png,1
11621.png,0
10432.png,0
11318.png,0
10210.png,0
10792.png,0
11987.png,0
11239.png,0
11926.png,0
10261.png,0
12035.png,0
10779.png,0
11570.png,0
12241.png,0
10844.png,1
11579.png,0
11952.png,0
10128.png,0
10701.png,0
11962.png,1
12305.png,0
11737.png,0
10821.png,1
11850.png,0
11614.png,0
10282.png,0
11348.png,0
11235.png,0
10741.png,0
12210.png,1
10673.png,0
11498.png,0
10084.png,1
11786.png,0
10326.png,0
12127.png,0
11679.png,0
11647.png,0
10495.png,0
10528.png,0
11077.png,0
10153.png,0
11995.png,0
12132.png,0
11759.png,0
11827.png,0
11301.png,0
10505.png,0
10213.png,0
12284.png,0
12122.png,0
11974.png,0
11342.png,0
10342.png,0
10573.png,0
12146.png,1
11685.png,0
11882.png,0
10865.png,0
11027.png,0
11362.png,0
12198.png,0
11315.png,1
11605.png,0
12276.png,0
10481.png,0
10665.png,0
10454.png,0
11420.png,0
10024.png,0
11492.png,0
10442.png,0
10436.png,0
10149.png,0
10571.png,0
10931.png,0
11674.png,0
10690.png,0
10132.png,0
11948.png,0
11704.png,0
10165.png,0
11128.png,0
10142.png,0
12078.png,0
11440.png,0
10379.png,0
11249.png,0
10103.png,0
10712.png,1
10459.png,0
11258.png,1
11645.png,0
11053.png,0
10053.png,0
11615.png,0
10100.png,0
12309.png,0
11368.png,0
12102.png,0
10617.png,0
11878.png,0
10501.png,0
11078.png,0
10042.png,0
10396.png,1
11810.png,1
10695.png,1
11663.png,0
12316.png,0
10580.png,0
11715.png,0
10632.png,0
11566.png,0
10194.png,0
11750.png,1
11069.png,0
11604.png,0
12220.png,0
12261.png,0
11967.png,0
10508.png,0
11358.png,0
10785.png,0
10061.png,0
10616.png,0
10766.png,0
10266.png,1
10343.png,0
10468.png,0
11400.png,0
10983.png,0
11760.png,0
11215.png,0
11074.png,1
11525.png,0
11382.png,0
11754.png,0
10456.png,0
11376.png,0
10222.png,0
10846.png,1
10064.png,0
10028.png,1
10974.png,0
11231.png,0
10520.png,0
10720.png,0
10837.png,0
11099.png,0
11524.png,0
11682.png,0
10793.png,0
10457.png,1
10361.png,0
10062.png,0
10731.png,0
11861.png,0
11595.png,0
11872.png,0
11426.png,0
12115.png,0
10523.png,0
11434.png,0
11357.png,0
10990.png,0
11102.png,0
10385.png,0
10682.png,0
11428.png,0
10696.png,0
11670.png,1
11476.png,0
11303.png,0
10928.png,0
10304.png,1
10875.png,0
12202.png,0
10226.png,0
10810.png,0
12192.png,0
10185.png,0
12168.png,0
11802.png,0
12203.png,0
11093.png,1
10251.png,0
11610.png,0
11938.png,0
11701.png,0
10347.png,0
12027.png,0
11734.png,0
10541.png,0
10947.png,0
11607.png,0
11124.png,0
10303.png,0
11332.png,0
11287.png,0
10307.png,0
10420.png,0
10826.png,0
11154.png,0
10267.png,0
11563.png,0
10434.png,0
11056.png,0
11862.png,0
11340.png,0
10107.png,0
11038.png,0
10078.png,0
11019.png,0
12050.png,1
11947.png,0
11465.png,0
10327.png,0
12273.png,0
11833.png,0
11463.png,0
11232.png,0
12230.png,0
10482.png,0
11224.png,0
11039.png,0
11973.png,0
10473.png,0
10994.png,0
11267.png,0
11422.png,0
11806.png,0
11966.png,0
11045.png,0
11757.png,0
11623.png,0
11200.png,0
12300.png,0
10733.png,0
11051.png,0
10930.png,0
10392.png,0
11608.png,0
10517.png,0
10405.png,0
11345.png,0
11148.png,0
11095.png,0
10040.png,0
10856.png,0
10232.png,0
11073.png,0
10431.png,0
11067.png,0
11260.png,0
10567.png,0
10349.png,0
11452.png,0
11436.png,0
10137.png,0
11227.png,0
11965.png,0
11293.png,0
10803.png,0
11622.png,0
11497.png,0
12180.png,0
11295.png,0
11131.png,0
11285.png,0
11643.png,1
10601.png,0
11441.png,0
10346.png,0
11361.png,0
10593.png,0
10649.png,0
11339.png,1
11779.png,0
11184.png,0
12028.png,1
10574.png,1
11302.png,0
10628.png,1
10394.png,0
10003.png,0
10788.png,0
10412.png,0
