split,basename,label,img_path,mask_path,ann_path
train,11046.png,0,data/train/img\11046.png,data/train/img\11046_GT.png,data/train/ann\11046.json
train,12308.png,0,data/train/img\12308.png,data/train/img\12308_GT.png,data/train/ann\12308.json
train,10549.png,0,data/train/img\10549.png,data/train/img\10549_GT.png,data/train/ann\10549.json
train,10742.png,0,data/train/img\10742.png,data/train/img\10742_GT.png,data/train/ann\10742.json
train,10936.png,0,data/train/img\10936.png,data/train/img\10936_GT.png,data/train/ann\10936.json
train,11791.png,0,data/train/img\11791.png,data/train/img\11791_GT.png,data/train/ann\11791.json
train,11652.png,0,data/train/img\11652.png,data/train/img\11652_GT.png,data/train/ann\11652.json
train,10177.png,0,data/train/img\10177.png,data/train/img\10177_GT.png,data/train/ann\10177.json
train,10603.png,0,data/train/img\10603.png,data/train/img\10603_GT.png,data/train/ann\10603.json
train,11512.png,1,data/train/img\11512.png,data/train/img\11512_GT.png,data/train/ann\11512.json
train,10464.png,0,data/train/img\10464.png,data/train/img\10464_GT.png,data/train/ann\10464.json
train,11631.png,0,data/train/img\11631.png,data/train/img\11631_GT.png,data/train/ann\11631.json
train,11644.png,0,data/train/img\11644.png,data/train/img\11644_GT.png,data/train/ann\11644.json
train,11305.png,0,data/train/img\11305.png,data/train/img\11305_GT.png,data/train/ann\11305.json
train,10467.png,0,data/train/img\10467.png,data/train/img\10467_GT.png,data/train/ann\10467.json
train,11546.png,0,data/train/img\11546.png,data/train/img\11546_GT.png,data/train/ann\11546.json
train,10383.png,1,data/train/img\10383.png,data/train/img\10383_GT.png,data/train/ann\10383.json
train,10634.png,0,data/train/img\10634.png,data/train/img\10634_GT.png,data/train/ann\10634.json
train,11683.png,0,data/train/img\11683.png,data/train/img\11683_GT.png,data/train/ann\11683.json
train,10291.png,0,data/train/img\10291.png,data/train/img\10291_GT.png,data/train/ann\10291.json
train,11449.png,0,data/train/img\11449.png,data/train/img\11449_GT.png,data/train/ann\11449.json
train,10913.png,0,data/train/img\10913.png,data/train/img\10913_GT.png,data/train/ann\10913.json
train,11234.png,0,data/train/img\11234.png,data/train/img\11234_GT.png,data/train/ann\11234.json
train,12263.png,0,data/train/img\12263.png,data/train/img\12263_GT.png,data/train/ann\12263.json
train,11798.png,0,data/train/img\11798.png,data/train/img\11798_GT.png,data/train/ann\11798.json
train,11111.png,0,data/train/img\11111.png,data/train/img\11111_GT.png,data/train/ann\11111.json
train,12275.png,0,data/train/img\12275.png,data/train/img\12275_GT.png,data/train/ann\12275.json
train,10624.png,0,data/train/img\10624.png,data/train/img\10624_GT.png,data/train/ann\10624.json
train,10953.png,0,data/train/img\10953.png,data/train/img\10953_GT.png,data/train/ann\10953.json
train,10814.png,0,data/train/img\10814.png,data/train/img\10814_GT.png,data/train/ann\10814.json
train,10709.png,0,data/train/img\10709.png,data/train/img\10709_GT.png,data/train/ann\10709.json
train,11692.png,0,data/train/img\11692.png,data/train/img\11692_GT.png,data/train/ann\11692.json
train,10842.png,0,data/train/img\10842.png,data/train/img\10842_GT.png,data/train/ann\10842.json
train,11375.png,0,data/train/img\11375.png,data/train/img\11375_GT.png,data/train/ann\11375.json
train,10292.png,0,data/train/img\10292.png,data/train/img\10292_GT.png,data/train/ann\10292.json
train,10492.png,0,data/train/img\10492.png,data/train/img\10492_GT.png,data/train/ann\10492.json
train,12019.png,0,data/train/img\12019.png,data/train/img\12019_GT.png,data/train/ann\12019.json
train,11908.png,0,data/train/img\11908.png,data/train/img\11908_GT.png,data/train/ann\11908.json
train,11934.png,0,data/train/img\11934.png,data/train/img\11934_GT.png,data/train/ann\11934.json
train,11469.png,0,data/train/img\11469.png,data/train/img\11469_GT.png,data/train/ann\11469.json
train,10097.png,0,data/train/img\10097.png,data/train/img\10097_GT.png,data/train/ann\10097.json
train,10909.png,0,data/train/img\10909.png,data/train/img\10909_GT.png,data/train/ann\10909.json
train,11079.png,0,data/train/img\11079.png,data/train/img\11079_GT.png,data/train/ann\11079.json
train,10934.png,0,data/train/img\10934.png,data/train/img\10934_GT.png,data/train/ann\10934.json
train,11459.png,0,data/train/img\11459.png,data/train/img\11459_GT.png,data/train/ann\11459.json
train,12040.png,0,data/train/img\12040.png,data/train/img\12040_GT.png,data/train/ann\12040.json
train,12262.png,0,data/train/img\12262.png,data/train/img\12262_GT.png,data/train/ann\12262.json
train,11040.png,1,data/train/img\11040.png,data/train/img\11040_GT.png,data/train/ann\11040.json
train,10491.png,0,data/train/img\10491.png,data/train/img\10491_GT.png,data/train/ann\10491.json
train,12286.png,0,data/train/img\12286.png,data/train/img\12286_GT.png,data/train/ann\12286.json
train,12094.png,0,data/train/img\12094.png,data/train/img\12094_GT.png,data/train/ann\12094.json
train,10388.png,0,data/train/img\10388.png,data/train/img\10388_GT.png,data/train/ann\10388.json
train,11288.png,0,data/train/img\11288.png,data/train/img\11288_GT.png,data/train/ann\11288.json
train,11105.png,0,data/train/img\11105.png,data/train/img\11105_GT.png,data/train/ann\11105.json
train,10917.png,0,data/train/img\10917.png,data/train/img\10917_GT.png,data/train/ann\10917.json
train,10786.png,0,data/train/img\10786.png,data/train/img\10786_GT.png,data/train/ann\10786.json
train,11584.png,1,data/train/img\11584.png,data/train/img\11584_GT.png,data/train/ann\11584.json
train,11493.png,0,data/train/img\11493.png,data/train/img\11493_GT.png,data/train/ann\11493.json
train,10890.png,0,data/train/img\10890.png,data/train/img\10890_GT.png,data/train/ann\10890.json
train,12061.png,0,data/train/img\12061.png,data/train/img\12061_GT.png,data/train/ann\12061.json
train,10760.png,0,data/train/img\10760.png,data/train/img\10760_GT.png,data/train/ann\10760.json
train,11321.png,0,data/train/img\11321.png,data/train/img\11321_GT.png,data/train/ann\11321.json
train,10240.png,0,data/train/img\10240.png,data/train/img\10240_GT.png,data/train/ann\10240.json
train,12009.png,0,data/train/img\12009.png,data/train/img\12009_GT.png,data/train/ann\12009.json
train,10767.png,0,data/train/img\10767.png,data/train/img\10767_GT.png,data/train/ann\10767.json
train,10744.png,0,data/train/img\10744.png,data/train/img\10744_GT.png,data/train/ann\10744.json
train,10874.png,1,data/train/img\10874.png,data/train/img\10874_GT.png,data/train/ann\10874.json
train,11879.png,0,data/train/img\11879.png,data/train/img\11879_GT.png,data/train/ann\11879.json
train,12098.png,0,data/train/img\12098.png,data/train/img\12098_GT.png,data/train/ann\12098.json
train,11446.png,0,data/train/img\11446.png,data/train/img\11446_GT.png,data/train/ann\11446.json
train,10109.png,0,data/train/img\10109.png,data/train/img\10109_GT.png,data/train/ann\10109.json
train,11565.png,0,data/train/img\11565.png,data/train/img\11565_GT.png,data/train/ann\11565.json
train,11197.png,0,data/train/img\11197.png,data/train/img\11197_GT.png,data/train/ann\11197.json
train,11928.png,0,data/train/img\11928.png,data/train/img\11928_GT.png,data/train/ann\11928.json
train,10759.png,0,data/train/img\10759.png,data/train/img\10759_GT.png,data/train/ann\10759.json
train,10845.png,1,data/train/img\10845.png,data/train/img\10845_GT.png,data/train/ann\10845.json
train,10183.png,0,data/train/img\10183.png,data/train/img\10183_GT.png,data/train/ann\10183.json
train,10118.png,0,data/train/img\10118.png,data/train/img\10118_GT.png,data/train/ann\10118.json
train,11961.png,0,data/train/img\11961.png,data/train/img\11961_GT.png,data/train/ann\11961.json
train,10451.png,0,data/train/img\10451.png,data/train/img\10451_GT.png,data/train/ann\10451.json
train,10738.png,0,data/train/img\10738.png,data/train/img\10738_GT.png,data/train/ann\10738.json
train,11044.png,0,data/train/img\11044.png,data/train/img\11044_GT.png,data/train/ann\11044.json
train,11559.png,0,data/train/img\11559.png,data/train/img\11559_GT.png,data/train/ann\11559.json
train,11333.png,0,data/train/img\11333.png,data/train/img\11333_GT.png,data/train/ann\11333.json
train,10602.png,1,data/train/img\10602.png,data/train/img\10602_GT.png,data/train/ann\10602.json
train,10831.png,0,data/train/img\10831.png,data/train/img\10831_GT.png,data/train/ann\10831.json
train,10660.png,0,data/train/img\10660.png,data/train/img\10660_GT.png,data/train/ann\10660.json
train,11160.png,0,data/train/img\11160.png,data/train/img\11160_GT.png,data/train/ann\11160.json
train,11777.png,0,data/train/img\11777.png,data/train/img\11777_GT.png,data/train/ann\11777.json
train,11109.png,0,data/train/img\11109.png,data/train/img\11109_GT.png,data/train/ann\11109.json
train,10092.png,0,data/train/img\10092.png,data/train/img\10092_GT.png,data/train/ann\10092.json
train,10380.png,0,data/train/img\10380.png,data/train/img\10380_GT.png,data/train/ann\10380.json
train,11664.png,0,data/train/img\11664.png,data/train/img\11664_GT.png,data/train/ann\11664.json
train,11817.png,0,data/train/img\11817.png,data/train/img\11817_GT.png,data/train/ann\11817.json
train,10134.png,0,data/train/img\10134.png,data/train/img\10134_GT.png,data/train/ann\10134.json
train,11177.png,0,data/train/img\11177.png,data/train/img\11177_GT.png,data/train/ann\11177.json
train,12264.png,0,data/train/img\12264.png,data/train/img\12264_GT.png,data/train/ann\12264.json
train,12093.png,0,data/train/img\12093.png,data/train/img\12093_GT.png,data/train/ann\12093.json
train,11274.png,0,data/train/img\11274.png,data/train/img\11274_GT.png,data/train/ann\11274.json
train,11787.png,0,data/train/img\11787.png,data/train/img\11787_GT.png,data/train/ann\11787.json
train,10151.png,0,data/train/img\10151.png,data/train/img\10151_GT.png,data/train/ann\10151.json
train,10217.png,0,data/train/img\10217.png,data/train/img\10217_GT.png,data/train/ann\10217.json
train,10755.png,0,data/train/img\10755.png,data/train/img\10755_GT.png,data/train/ann\10755.json
train,10014.png,0,data/train/img\10014.png,data/train/img\10014_GT.png,data/train/ann\10014.json
train,11438.png,0,data/train/img\11438.png,data/train/img\11438_GT.png,data/train/ann\11438.json
train,11365.png,0,data/train/img\11365.png,data/train/img\11365_GT.png,data/train/ann\11365.json
train,11597.png,0,data/train/img\11597.png,data/train/img\11597_GT.png,data/train/ann\11597.json
train,10834.png,0,data/train/img\10834.png,data/train/img\10834_GT.png,data/train/ann\10834.json
train,11884.png,1,data/train/img\11884.png,data/train/img\11884_GT.png,data/train/ann\11884.json
train,11784.png,0,data/train/img\11784.png,data/train/img\11784_GT.png,data/train/ann\11784.json
train,11556.png,0,data/train/img\11556.png,data/train/img\11556_GT.png,data/train/ann\11556.json
train,10666.png,0,data/train/img\10666.png,data/train/img\10666_GT.png,data/train/ann\10666.json
train,10493.png,0,data/train/img\10493.png,data/train/img\10493_GT.png,data/train/ann\10493.json
train,11511.png,0,data/train/img\11511.png,data/train/img\11511_GT.png,data/train/ann\11511.json
train,11451.png,0,data/train/img\11451.png,data/train/img\11451_GT.png,data/train/ann\11451.json
train,11698.png,0,data/train/img\11698.png,data/train/img\11698_GT.png,data/train/ann\11698.json
train,11816.png,0,data/train/img\11816.png,data/train/img\11816_GT.png,data/train/ann\11816.json
train,11767.png,0,data/train/img\11767.png,data/train/img\11767_GT.png,data/train/ann\11767.json
train,11731.png,0,data/train/img\11731.png,data/train/img\11731_GT.png,data/train/ann\11731.json
train,10270.png,0,data/train/img\10270.png,data/train/img\10270_GT.png,data/train/ann\10270.json
train,11781.png,0,data/train/img\11781.png,data/train/img\11781_GT.png,data/train/ann\11781.json
train,10322.png,0,data/train/img\10322.png,data/train/img\10322_GT.png,data/train/ann\10322.json
train,11091.png,0,data/train/img\11091.png,data/train/img\11091_GT.png,data/train/ann\11091.json
train,12113.png,0,data/train/img\12113.png,data/train/img\12113_GT.png,data/train/ann\12113.json
train,11646.png,0,data/train/img\11646.png,data/train/img\11646_GT.png,data/train/ann\11646.json
train,11922.png,0,data/train/img\11922.png,data/train/img\11922_GT.png,data/train/ann\11922.json
train,10606.png,0,data/train/img\10606.png,data/train/img\10606_GT.png,data/train/ann\10606.json
train,11326.png,0,data/train/img\11326.png,data/train/img\11326_GT.png,data/train/ann\11326.json
train,10547.png,0,data/train/img\10547.png,data/train/img\10547_GT.png,data/train/ann\10547.json
train,10008.png,0,data/train/img\10008.png,data/train/img\10008_GT.png,data/train/ann\10008.json
train,11735.png,0,data/train/img\11735.png,data/train/img\11735_GT.png,data/train/ann\11735.json
train,11466.png,0,data/train/img\11466.png,data/train/img\11466_GT.png,data/train/ann\11466.json
train,11854.png,0,data/train/img\11854.png,data/train/img\11854_GT.png,data/train/ann\11854.json
train,10338.png,0,data/train/img\10338.png,data/train/img\10338_GT.png,data/train/ann\10338.json
train,10352.png,1,data/train/img\10352.png,data/train/img\10352_GT.png,data/train/ann\10352.json
train,11129.png,0,data/train/img\11129.png,data/train/img\11129_GT.png,data/train/ann\11129.json
train,11002.png,1,data/train/img\11002.png,data/train/img\11002_GT.png,data/train/ann\11002.json
train,12270.png,0,data/train/img\12270.png,data/train/img\12270_GT.png,data/train/ann\12270.json
train,10271.png,0,data/train/img\10271.png,data/train/img\10271_GT.png,data/train/ann\10271.json
train,12312.png,0,data/train/img\12312.png,data/train/img\12312_GT.png,data/train/ann\12312.json
train,10604.png,0,data/train/img\10604.png,data/train/img\10604_GT.png,data/train/ann\10604.json
train,10529.png,0,data/train/img\10529.png,data/train/img\10529_GT.png,data/train/ann\10529.json
train,11199.png,0,data/train/img\11199.png,data/train/img\11199_GT.png,data/train/ann\11199.json
train,11659.png,0,data/train/img\11659.png,data/train/img\11659_GT.png,data/train/ann\11659.json
train,11424.png,0,data/train/img\11424.png,data/train/img\11424_GT.png,data/train/ann\11424.json
train,11707.png,0,data/train/img\11707.png,data/train/img\11707_GT.png,data/train/ann\11707.json
train,10382.png,1,data/train/img\10382.png,data/train/img\10382_GT.png,data/train/ann\10382.json
train,10438.png,0,data/train/img\10438.png,data/train/img\10438_GT.png,data/train/ann\10438.json
train,11247.png,0,data/train/img\11247.png,data/train/img\11247_GT.png,data/train/ann\11247.json
train,11960.png,0,data/train/img\11960.png,data/train/img\11960_GT.png,data/train/ann\11960.json
train,10115.png,0,data/train/img\10115.png,data/train/img\10115_GT.png,data/train/ann\10115.json
train,12200.png,0,data/train/img\12200.png,data/train/img\12200_GT.png,data/train/ann\12200.json
train,11763.png,0,data/train/img\11763.png,data/train/img\11763_GT.png,data/train/ann\11763.json
train,10321.png,0,data/train/img\10321.png,data/train/img\10321_GT.png,data/train/ann\10321.json
train,10212.png,0,data/train/img\10212.png,data/train/img\10212_GT.png,data/train/ann\10212.json
train,11865.png,0,data/train/img\11865.png,data/train/img\11865_GT.png,data/train/ann\11865.json
train,12182.png,0,data/train/img\12182.png,data/train/img\12182_GT.png,data/train/ann\12182.json
train,10063.png,0,data/train/img\10063.png,data/train/img\10063_GT.png,data/train/ann\10063.json
train,11712.png,0,data/train/img\11712.png,data/train/img\11712_GT.png,data/train/ann\11712.json
train,11871.png,0,data/train/img\11871.png,data/train/img\11871_GT.png,data/train/ann\11871.json
train,10324.png,0,data/train/img\10324.png,data/train/img\10324_GT.png,data/train/ann\10324.json
train,10328.png,0,data/train/img\10328.png,data/train/img\10328_GT.png,data/train/ann\10328.json
train,10885.png,0,data/train/img\10885.png,data/train/img\10885_GT.png,data/train/ann\10885.json
train,11331.png,0,data/train/img\11331.png,data/train/img\11331_GT.png,data/train/ann\11331.json
train,10418.png,0,data/train/img\10418.png,data/train/img\10418_GT.png,data/train/ann\10418.json
train,10506.png,1,data/train/img\10506.png,data/train/img\10506_GT.png,data/train/ann\10506.json
train,11625.png,0,data/train/img\11625.png,data/train/img\11625_GT.png,data/train/ann\11625.json
train,10614.png,0,data/train/img\10614.png,data/train/img\10614_GT.png,data/train/ann\10614.json
train,10988.png,0,data/train/img\10988.png,data/train/img\10988_GT.png,data/train/ann\10988.json
train,10054.png,0,data/train/img\10054.png,data/train/img\10054_GT.png,data/train/ann\10054.json
train,11568.png,1,data/train/img\11568.png,data/train/img\11568_GT.png,data/train/ann\11568.json
train,12196.png,0,data/train/img\12196.png,data/train/img\12196_GT.png,data/train/ann\12196.json
train,10162.png,0,data/train/img\10162.png,data/train/img\10162_GT.png,data/train/ann\10162.json
train,10685.png,0,data/train/img\10685.png,data/train/img\10685_GT.png,data/train/ann\10685.json
train,11251.png,0,data/train/img\11251.png,data/train/img\11251_GT.png,data/train/ann\11251.json
train,10956.png,0,data/train/img\10956.png,data/train/img\10956_GT.png,data/train/ann\10956.json
train,11015.png,0,data/train/img\11015.png,data/train/img\11015_GT.png,data/train/ann\11015.json
train,12135.png,0,data/train/img\12135.png,data/train/img\12135_GT.png,data/train/ann\12135.json
train,11886.png,0,data/train/img\11886.png,data/train/img\11886_GT.png,data/train/ann\11886.json
train,11874.png,1,data/train/img\11874.png,data/train/img\11874_GT.png,data/train/ann\11874.json
train,10757.png,0,data/train/img\10757.png,data/train/img\10757_GT.png,data/train/ann\10757.json
train,10099.png,0,data/train/img\10099.png,data/train/img\10099_GT.png,data/train/ann\10099.json
train,11205.png,0,data/train/img\11205.png,data/train/img\11205_GT.png,data/train/ann\11205.json
train,11893.png,0,data/train/img\11893.png,data/train/img\11893_GT.png,data/train/ann\11893.json
train,11996.png,0,data/train/img\11996.png,data/train/img\11996_GT.png,data/train/ann\11996.json
train,11253.png,0,data/train/img\11253.png,data/train/img\11253_GT.png,data/train/ann\11253.json
train,12218.png,0,data/train/img\12218.png,data/train/img\12218_GT.png,data/train/ann\12218.json
train,10896.png,0,data/train/img\10896.png,data/train/img\10896_GT.png,data/train/ann\10896.json
train,11242.png,1,data/train/img\11242.png,data/train/img\11242_GT.png,data/train/ann\11242.json
train,11104.png,0,data/train/img\11104.png,data/train/img\11104_GT.png,data/train/ann\11104.json
train,11502.png,0,data/train/img\11502.png,data/train/img\11502_GT.png,data/train/ann\11502.json
train,11325.png,0,data/train/img\11325.png,data/train/img\11325_GT.png,data/train/ann\11325.json
train,12217.png,0,data/train/img\12217.png,data/train/img\12217_GT.png,data/train/ann\12217.json
train,11993.png,0,data/train/img\11993.png,data/train/img\11993_GT.png,data/train/ann\11993.json
train,12259.png,0,data/train/img\12259.png,data/train/img\12259_GT.png,data/train/ann\12259.json
train,10082.png,0,data/train/img\10082.png,data/train/img\10082_GT.png,data/train/ann\10082.json
train,12280.png,0,data/train/img\12280.png,data/train/img\12280_GT.png,data/train/ann\12280.json
train,10203.png,0,data/train/img\10203.png,data/train/img\10203_GT.png,data/train/ann\10203.json
train,10702.png,0,data/train/img\10702.png,data/train/img\10702_GT.png,data/train/ann\10702.json
train,11225.png,0,data/train/img\11225.png,data/train/img\11225_GT.png,data/train/ann\11225.json
train,10032.png,0,data/train/img\10032.png,data/train/img\10032_GT.png,data/train/ann\10032.json
train,10552.png,0,data/train/img\10552.png,data/train/img\10552_GT.png,data/train/ann\10552.json
train,11747.png,0,data/train/img\11747.png,data/train/img\11747_GT.png,data/train/ann\11747.json
train,10527.png,0,data/train/img\10527.png,data/train/img\10527_GT.png,data/train/ann\10527.json
train,11994.png,0,data/train/img\11994.png,data/train/img\11994_GT.png,data/train/ann\11994.json
train,10611.png,0,data/train/img\10611.png,data/train/img\10611_GT.png,data/train/ann\10611.json
train,11419.png,0,data/train/img\11419.png,data/train/img\11419_GT.png,data/train/ann\11419.json
train,10233.png,0,data/train/img\10233.png,data/train/img\10233_GT.png,data/train/ann\10233.json
train,10313.png,0,data/train/img\10313.png,data/train/img\10313_GT.png,data/train/ann\10313.json
train,10542.png,0,data/train/img\10542.png,data/train/img\10542_GT.png,data/train/ann\10542.json
train,11410.png,0,data/train/img\11410.png,data/train/img\11410_GT.png,data/train/ann\11410.json
train,10375.png,0,data/train/img\10375.png,data/train/img\10375_GT.png,data/train/ann\10375.json
train,11033.png,0,data/train/img\11033.png,data/train/img\11033_GT.png,data/train/ann\11033.json
train,10591.png,0,data/train/img\10591.png,data/train/img\10591_GT.png,data/train/ann\10591.json
train,11213.png,0,data/train/img\11213.png,data/train/img\11213_GT.png,data/train/ann\11213.json
train,11159.png,0,data/train/img\11159.png,data/train/img\11159_GT.png,data/train/ann\11159.json
train,10949.png,0,data/train/img\10949.png,data/train/img\10949_GT.png,data/train/ann\10949.json
train,12167.png,0,data/train/img\12167.png,data/train/img\12167_GT.png,data/train/ann\12167.json
train,10367.png,1,data/train/img\10367.png,data/train/img\10367_GT.png,data/train/ann\10367.json
train,10133.png,0,data/train/img\10133.png,data/train/img\10133_GT.png,data/train/ann\10133.json
train,11183.png,0,data/train/img\11183.png,data/train/img\11183_GT.png,data/train/ann\11183.json
train,12247.png,0,data/train/img\12247.png,data/train/img\12247_GT.png,data/train/ann\12247.json
train,10747.png,0,data/train/img\10747.png,data/train/img\10747_GT.png,data/train/ann\10747.json
train,10302.png,0,data/train/img\10302.png,data/train/img\10302_GT.png,data/train/ann\10302.json
train,10703.png,0,data/train/img\10703.png,data/train/img\10703_GT.png,data/train/ann\10703.json
train,10386.png,0,data/train/img\10386.png,data/train/img\10386_GT.png,data/train/ann\10386.json
train,10996.png,0,data/train/img\10996.png,data/train/img\10996_GT.png,data/train/ann\10996.json
train,11902.png,0,data/train/img\11902.png,data/train/img\11902_GT.png,data/train/ann\11902.json
train,11826.png,0,data/train/img\11826.png,data/train/img\11826_GT.png,data/train/ann\11826.json
train,10497.png,0,data/train/img\10497.png,data/train/img\10497_GT.png,data/train/ann\10497.json
train,10820.png,0,data/train/img\10820.png,data/train/img\10820_GT.png,data/train/ann\10820.json
train,11562.png,0,data/train/img\11562.png,data/train/img\11562_GT.png,data/train/ann\11562.json
train,10891.png,0,data/train/img\10891.png,data/train/img\10891_GT.png,data/train/ann\10891.json
train,10512.png,0,data/train/img\10512.png,data/train/img\10512_GT.png,data/train/ann\10512.json
train,11762.png,0,data/train/img\11762.png,data/train/img\11762_GT.png,data/train/ann\11762.json
train,12252.png,0,data/train/img\12252.png,data/train/img\12252_GT.png,data/train/ann\12252.json
train,11271.png,0,data/train/img\11271.png,data/train/img\11271_GT.png,data/train/ann\11271.json
train,10643.png,0,data/train/img\10643.png,data/train/img\10643_GT.png,data/train/ann\10643.json
train,10678.png,1,data/train/img\10678.png,data/train/img\10678_GT.png,data/train/ann\10678.json
train,10229.png,0,data/train/img\10229.png,data/train/img\10229_GT.png,data/train/ann\10229.json
train,12229.png,0,data/train/img\12229.png,data/train/img\12229_GT.png,data/train/ann\12229.json
train,11499.png,0,data/train/img\11499.png,data/train/img\11499_GT.png,data/train/ann\11499.json
train,10198.png,0,data/train/img\10198.png,data/train/img\10198_GT.png,data/train/ann\10198.json
train,10301.png,1,data/train/img\10301.png,data/train/img\10301_GT.png,data/train/ann\10301.json
train,11157.png,0,data/train/img\11157.png,data/train/img\11157_GT.png,data/train/ann\11157.json
train,11462.png,0,data/train/img\11462.png,data/train/img\11462_GT.png,data/train/ann\11462.json
train,11163.png,0,data/train/img\11163.png,data/train/img\11163_GT.png,data/train/ann\11163.json
train,11596.png,0,data/train/img\11596.png,data/train/img\11596_GT.png,data/train/ann\11596.json
train,11828.png,0,data/train/img\11828.png,data/train/img\11828_GT.png,data/train/ann\11828.json
train,10751.png,0,data/train/img\10751.png,data/train/img\10751_GT.png,data/train/ann\10751.json
train,11901.png,0,data/train/img\11901.png,data/train/img\11901_GT.png,data/train/ann\11901.json
train,10300.png,0,data/train/img\10300.png,data/train/img\10300_GT.png,data/train/ann\10300.json
train,11732.png,0,data/train/img\11732.png,data/train/img\11732_GT.png,data/train/ann\11732.json
train,11484.png,0,data/train/img\11484.png,data/train/img\11484_GT.png,data/train/ann\11484.json
train,12088.png,0,data/train/img\12088.png,data/train/img\12088_GT.png,data/train/ann\12088.json
train,10763.png,0,data/train/img\10763.png,data/train/img\10763_GT.png,data/train/ann\10763.json
train,10536.png,1,data/train/img\10536.png,data/train/img\10536_GT.png,data/train/ann\10536.json
train,11292.png,0,data/train/img\11292.png,data/train/img\11292_GT.png,data/train/ann\11292.json
train,12108.png,0,data/train/img\12108.png,data/train/img\12108_GT.png,data/train/ann\12108.json
train,12062.png,0,data/train/img\12062.png,data/train/img\12062_GT.png,data/train/ann\12062.json
train,12181.png,0,data/train/img\12181.png,data/train/img\12181_GT.png,data/train/ann\12181.json
train,12092.png,0,data/train/img\12092.png,data/train/img\12092_GT.png,data/train/ann\12092.json
train,11811.png,0,data/train/img\11811.png,data/train/img\11811_GT.png,data/train/ann\11811.json
train,11255.png,0,data/train/img\11255.png,data/train/img\11255_GT.png,data/train/ann\11255.json
train,10859.png,0,data/train/img\10859.png,data/train/img\10859_GT.png,data/train/ann\10859.json
train,10086.png,0,data/train/img\10086.png,data/train/img\10086_GT.png,data/train/ann\10086.json
train,10621.png,0,data/train/img\10621.png,data/train/img\10621_GT.png,data/train/ann\10621.json
train,12067.png,0,data/train/img\12067.png,data/train/img\12067_GT.png,data/train/ann\12067.json
train,11386.png,1,data/train/img\11386.png,data/train/img\11386_GT.png,data/train/ann\11386.json
train,10227.png,0,data/train/img\10227.png,data/train/img\10227_GT.png,data/train/ann\10227.json
train,11627.png,0,data/train/img\11627.png,data/train/img\11627_GT.png,data/train/ann\11627.json
train,11771.png,0,data/train/img\11771.png,data/train/img\11771_GT.png,data/train/ann\11771.json
train,10424.png,0,data/train/img\10424.png,data/train/img\10424_GT.png,data/train/ann\10424.json
train,11911.png,0,data/train/img\11911.png,data/train/img\11911_GT.png,data/train/ann\11911.json
train,11055.png,0,data/train/img\11055.png,data/train/img\11055_GT.png,data/train/ann\11055.json
train,11263.png,0,data/train/img\11263.png,data/train/img\11263_GT.png,data/train/ann\11263.json
train,11836.png,1,data/train/img\11836.png,data/train/img\11836_GT.png,data/train/ann\11836.json
train,10692.png,0,data/train/img\10692.png,data/train/img\10692_GT.png,data/train/ann\10692.json
train,10579.png,0,data/train/img\10579.png,data/train/img\10579_GT.png,data/train/ann\10579.json
train,10428.png,0,data/train/img\10428.png,data/train/img\10428_GT.png,data/train/ann\10428.json
train,10903.png,0,data/train/img\10903.png,data/train/img\10903_GT.png,data/train/ann\10903.json
train,10293.png,0,data/train/img\10293.png,data/train/img\10293_GT.png,data/train/ann\10293.json
train,10290.png,0,data/train/img\10290.png,data/train/img\10290_GT.png,data/train/ann\10290.json
train,11380.png,0,data/train/img\11380.png,data/train/img\11380_GT.png,data/train/ann\11380.json
train,10220.png,0,data/train/img\10220.png,data/train/img\10220_GT.png,data/train/ann\10220.json
train,11114.png,0,data/train/img\11114.png,data/train/img\11114_GT.png,data/train/ann\11114.json
train,10073.png,0,data/train/img\10073.png,data/train/img\10073_GT.png,data/train/ann\10073.json
train,11168.png,0,data/train/img\11168.png,data/train/img\11168_GT.png,data/train/ann\11168.json
train,10209.png,0,data/train/img\10209.png,data/train/img\10209_GT.png,data/train/ann\10209.json
train,10954.png,0,data/train/img\10954.png,data/train/img\10954_GT.png,data/train/ann\10954.json
train,10955.png,0,data/train/img\10955.png,data/train/img\10955_GT.png,data/train/ann\10955.json
train,11722.png,0,data/train/img\11722.png,data/train/img\11722_GT.png,data/train/ann\11722.json
train,10214.png,0,data/train/img\10214.png,data/train/img\10214_GT.png,data/train/ann\10214.json
train,11589.png,0,data/train/img\11589.png,data/train/img\11589_GT.png,data/train/ann\11589.json
train,11702.png,0,data/train/img\11702.png,data/train/img\11702_GT.png,data/train/ann\11702.json
train,11544.png,0,data/train/img\11544.png,data/train/img\11544_GT.png,data/train/ann\11544.json
train,10077.png,0,data/train/img\10077.png,data/train/img\10077_GT.png,data/train/ann\10077.json
train,10946.png,0,data/train/img\10946.png,data/train/img\10946_GT.png,data/train/ann\10946.json
train,11122.png,0,data/train/img\11122.png,data/train/img\11122_GT.png,data/train/ann\11122.json
train,11049.png,0,data/train/img\11049.png,data/train/img\11049_GT.png,data/train/ann\11049.json
train,11804.png,1,data/train/img\11804.png,data/train/img\11804_GT.png,data/train/ann\11804.json
train,10904.png,0,data/train/img\10904.png,data/train/img\10904_GT.png,data/train/ann\10904.json
train,11023.png,0,data/train/img\11023.png,data/train/img\11023_GT.png,data/train/ann\11023.json
